truck_number_plate,vehicle_model,year_bought,service_date,last_service_date,total_km_run,km_after_last_service,avg_daily_km_est,engine_temperature_c,vibrations_level,oil_life_percent,battery_health_percent,route_type,load_profile,ambient_temp_c,brake_pad_thickness_mm,tyre_health_percent,fuel_efficiency_kmpl,approx_past_services,parts_changed_last_service,days_until_next_service
MH13AB5736,Eicher Pro 6035,2015,2024-11-23,2021-09-10,808826,18600,481,86,3.71,30,82,Mixed,Heavy,20,4,19,6.09,8,None,68
MH20AB4118,BharatBenz 2823R,2021,2022-03-13,2021-05-11,136795,11549,307,114,3.71,57,36,Highway,Heavy,39,7,84,4.84,19,None,53
MH17AB9048,Eicher Pro 6035,2011,2022-08-28,2021-10-03,215159,1286,253,95,3.71,35,68,City,Medium,24,18,59,6.24,5,Air Filter,119
MH69AB4181,Ashok Leyland 3718,2017,2023-11-13,2021-11-24,378821,4868,359,91,3.71,30,42,Mixed,Heavy,16,4,32,3.88,2,Brake Pads,46
MH56AB1858,Tata Prima,2011,2024-01-20,2021-04-28,709987,31199,311,124,3.71,27,91,Mixed,Medium,10,3,70,5.21,15,Air Filter,105
MH27AB6509,Ashok Leyland 3718,2020,2024-08-30,2021-04-19,293877,37540,156,127,3.71,34,32,Mixed,Heavy,24,13,56,3.32,17,Brake Pads,16
MH28AB7694,Ashok Leyland 3718,2016,2024-08-23,2021-07-10,249298,27954,300,125,3.71,14,42,City,Heavy,10,7,12,4.97,10,Brake Pads,93
MH87AB1368,BharatBenz 2823R,2018,2024-09-19,2021-07-26,548843,39262,473,97,3.71,76,76,City,Heavy,32,11,26,3.02,2,Coolant,98
MH31AB5315,Tata Prima,2010,2022-01-16,2021-11-02,762793,24100,270,70,3.71,93,81,Mixed,Medium,18,12,31,2.51,9,None,83
MH95AB4537,Tata Prima,2017,2022-08-12,2021-10-24,186285,29738,428,113,3.71,68,73,Highway,Heavy,30,17,25,6.23,2,Air Filter,40
MH52AB1666,Tata Prima,2016,2022-10-15,2021-03-21,152412,25741,271,105,3.71,26,39,City,Light,29,17,89,4.72,18,Air Filter,12
MH54AB3818,Tata Prima,2015,2024-04-07,2021-12-13,593692,20310,307,112,3.71,19,71,Mixed,Heavy,0,19,12,6.21,12,Fuel Pump,32
MH11AB1557,Tata Prima,2015,2024-11-09,2021-05-19,166545,20667,250,106,3.71,60,42,Mixed,Medium,-2,10,61,3.84,15,None,90
MH90AB8661,BharatBenz 2823R,2015,2024-02-16,2021-05-25,468596,22311,416,71,3.71,78,54,City,Medium,12,3,42,3.81,6,Oil Filter,64
MH53AB9225,Eicher Pro 6035,2018,2022-04-10,2021-06-30,272128,20585,307,86,3.71,24,86,Highway,Light,0,2,51,4.1,18,Oil Filter,53
MH57AB9385,Ashok Leyland 3718,2011,2022-10-28,2021-07-02,724533,9761,398,109,3.71,51,53,Mixed,Light,20,17,11,5.32,13,Fuel Pump,42
MH43AB3857,Tata Prima,2010,2022-07-28,2021-11-19,758387,19233,274,107,3.71,91,52,Highway,Light,31,19,48,4.76,4,Brake Pads,84
MH17AB7097,Eicher Pro 6035,2022,2022-01-23,2021-07-24,860421,29579,251,90,3.71,57,65,Highway,Medium,21,4,55,6.2,12,Fuel Pump,62
MH61AB2948,Eicher Pro 6035,2021,2022-11-30,2021-12-19,835945,34480,275,78,3.71,57,64,City,Heavy,35,2,57,2.6,9,Fuel Pump,9
MH12AB7233,Ashok Leyland 3718,2015,2023-09-11,2021-10-17,420250,14641,285,82,3.71,5,38,Mixed,Heavy,5,7,36,5.33,2,Air Filter,50
MH52AB1796,BharatBenz 2823R,2019,2024-09-12,2021-08-04,336663,9844,232,80,3.71,6,34,Mixed,Light,32,12,24,3.82,16,Fuel Pump,102
MH90AB5628,Mahindra Blazo X,2020,2022-04-06,2021-05-31,831163,39972,249,85,3.71,62,97,Highway,Light,10,9,16,3.22,1,Brake Pads,117
MH50AB5234,Mahindra Blazo X,2017,2022-08-03,2021-10-21,858871,16396,406,85,3.71,23,85,City,Heavy,13,6,66,4.54,4,Oil Filter,106
MH63AB3537,Eicher Pro 6035,2012,2022-09-23,2021-08-19,430714,24317,295,128,3.71,66,58,City,Light,37,10,51,4.52,15,Coolant,79
MH75AB4624,Ashok Leyland 3718,2021,2023-07-27,2021-05-17,64995,30313,493,71,3.71,82,37,City,Heavy,9,16,18,3.05,1,None,6
MH53AB9802,Mahindra Blazo X,2019,2022-05-01,2021-11-29,73559,19395,402,111,3.71,76,89,Highway,Heavy,20,15,15,3.31,15,Fuel Pump,93
MH37AB5516,Eicher Pro 6035,2010,2022-07-07,2021-03-08,571244,643,160,113,3.71,16,78,Highway,Heavy,35,5,66,4.13,3,None,29
MH29AB2182,BharatBenz 2823R,2018,2024-07-15,2021-07-26,401193,11181,55,77,3.71,30,51,Mixed,Heavy,25,9,85,4.14,13,Fuel Pump,5
MH43AB8785,Mahindra Blazo X,2022,2022-12-21,2021-04-15,448237,7867,285,112,3.71,31,40,City,Medium,13,18,39,3.77,18,None,99
MH44AB8929,Eicher Pro 6035,2022,2023-06-24,2021-09-09,672288,3728,176,111,3.71,33,59,Highway,Heavy,18,3,64,3.09,13,Air Filter,73
MH13AB4480,Eicher Pro 6035,2010,2024-11-05,2021-07-03,726479,5082,153,82,3.71,19,46,City,Light,3,17,93,2.52,10,Air Filter,44
MH25AB3933,Tata Prima,2012,2023-12-17,2021-11-13,494755,13647,286,126,3.71,50,21,Highway,Light,17,11,93,6.38,7,None,72
MH18AB2688,BharatBenz 2823R,2017,2023-01-31,2021-05-23,538051,11897,452,86,3.71,5,99,Mixed,Light,-2,3,63,6.27,8,Fuel Pump,119
MH64AB9205,Tata Prima,2023,2024-04-17,2021-08-28,875782,39299,204,108,3.71,64,58,City,Light,4,12,36,4.43,1,Fuel Pump,73
MH87AB9649,Ashok Leyland 3718,2012,2023-07-19,2021-10-20,489439,37511,306,93,3.71,96,75,Highway,Medium,3,11,93,6.48,18,Brake Pads,73
MH53AB8104,Tata Prima,2022,2022-04-06,2021-04-19,75517,14147,284,72,3.71,61,32,City,Heavy,13,15,68,5.19,12,Oil Filter,20
MH71AB7147,Tata Prima,2013,2022-11-23,2021-09-17,521869,28218,338,99,3.71,7,75,Highway,Heavy,9,12,16,2.78,18,Oil Filter,58
MH79AB5337,Mahindra Blazo X,2017,2022-06-05,2021-04-08,465466,19597,89,121,3.71,22,85,Highway,Light,28,10,49,2.97,12,Coolant,67
MH69AB8036,Eicher Pro 6035,2010,2023-07-22,2021-07-29,265558,37453,337,82,3.71,56,97,Highway,Light,36,8,81,6.16,9,Oil Filter,22
MH50AB6533,BharatBenz 2823R,2022,2023-10-17,2021-09-23,526111,17607,246,88,3.71,64,75,City,Light,13,16,11,5.02,2,Coolant,111
MH87AB3742,Tata Prima,2022,2023-02-05,2021-05-17,534282,3510,322,76,3.71,38,47,Highway,Heavy,43,18,23,5.87,14,Air Filter,21
MH43AB7494,BharatBenz 2823R,2015,2023-01-24,2021-05-04,510014,6055,431,78,3.71,97,83,Mixed,Medium,15,4,19,6.09,4,Coolant,103
MH97AB8329,Tata Prima,2010,2023-08-03,2021-07-23,497415,567,313,88,3.71,93,90,City,Medium,28,16,59,4.29,15,Coolant,86
MH84AB3891,Ashok Leyland 3718,2023,2022-05-29,2021-09-29,567039,28912,106,114,3.71,64,83,Mixed,Medium,11,15,27,2.69,17,Oil Filter,8
MH91AB2166,Tata Prima,2010,2022-11-25,2021-06-05,895978,34805,347,123,3.71,30,75,Mixed,Medium,12,9,27,3.25,19,Fuel Pump,119
MH46AB2604,Mahindra Blazo X,2023,2023-01-20,2021-04-02,571396,12049,147,109,3.71,76,60,City,Light,11,5,25,2.77,6,Air Filter,99
MH50AB9702,Eicher Pro 6035,2017,2022-12-09,2021-12-30,155686,6180,186,91,3.71,23,60,Highway,Heavy,-4,11,61,3.25,9,Brake Pads,99
MH67AB3769,Ashok Leyland 3718,2020,2023-08-17,2021-06-10,662439,26239,425,87,3.71,26,23,Mixed,Light,-5,3,78,4.14,17,Coolant,13
MH13AB7991,Tata Prima,2013,2022-07-19,2021-10-07,315471,21709,136,92,3.71,97,76,City,Medium,37,15,61,2.97,15,Coolant,35
MH14AB1063,BharatBenz 2823R,2021,2022-09-18,2021-08-08,694606,22932,468,71,3.71,37,49,Highway,Light,4,9,40,3.17,5,None,9
MH44AB8222,Ashok Leyland 3718,2010,2022-06-07,2021-11-04,769778,15616,291,119,3.71,42,65,City,Medium,31,11,93,4.28,18,Coolant,104
MH98AB2116,Ashok Leyland 3718,2019,2023-04-13,2021-07-14,537602,20545,248,119,3.71,39,75,City,Heavy,42,19,32,3.86,4,Fuel Pump,20
MH97AB1156,Tata Prima,2016,2023-06-10,2021-08-20,748148,26827,486,80,3.71,71,50,City,Medium,-1,16,51,4.37,2,Brake Pads,46
MH23AB6628,Ashok Leyland 3718,2014,2024-12-28,2021-04-20,690233,36209,359,100,3.71,87,26,Highway,Light,6,6,90,4.22,19,None,45
MH77AB6648,BharatBenz 2823R,2014,2023-09-26,2021-09-28,263456,27405,133,102,3.71,14,96,Mixed,Heavy,30,14,71,5.08,5,Oil Filter,84
MH77AB3864,Ashok Leyland 3718,2010,2022-03-25,2021-07-31,358974,7567,291,83,3.71,95,73,Mixed,Medium,25,19,86,6.25,4,Air Filter,88
MH90AB2988,BharatBenz 2823R,2023,2022-11-16,2021-04-24,102446,33059,330,85,3.71,19,27,City,Medium,32,3,59,2.93,5,Fuel Pump,34
MH54AB2394,Tata Prima,2019,2024-01-31,2021-12-09,458376,18485,372,80,3.71,15,74,City,Heavy,3,14,86,2.9,19,Brake Pads,30
MH41AB3197,Eicher Pro 6035,2020,2022-03-26,2021-05-08,761943,27869,301,102,3.71,94,88,Highway,Light,38,15,90,5.91,13,Air Filter,53
MH48AB1367,Ashok Leyland 3718,2015,2024-07-21,2021-10-21,477214,18364,239,76,3.71,28,63,City,Heavy,20,11,24,4.53,16,Oil Filter,35
MH66AB7039,Eicher Pro 6035,2023,2023-09-28,2021-08-27,190148,23114,488,100,3.71,81,32,City,Light,9,5,99,5.57,12,Air Filter,54
MH84AB5247,BharatBenz 2823R,2018,2022-10-04,2021-06-10,643629,16113,479,117,3.71,8,39,City,Medium,10,16,53,3.36,9,None,19
MH53AB1878,Ashok Leyland 3718,2018,2023-11-17,2021-11-28,81085,6947,201,115,3.71,17,97,Mixed,Medium,7,9,51,5.82,16,Coolant,56
MH94AB9677,Mahindra Blazo X,2017,2023-08-02,2021-06-15,367715,5999,351,116,3.71,77,51,City,Heavy,19,16,54,6.2,14,Coolant,109
MH77AB4813,Eicher Pro 6035,2014,2022-08-17,2021-11-19,457931,39541,327,83,3.71,61,79,Mixed,Medium,24,15,44,5.04,1,Fuel Pump,42
MH97AB9244,Ashok Leyland 3718,2010,2022-08-28,2021-07-08,574006,31815,188,97,3.71,41,69,Highway,Heavy,1,10,31,2.92,4,Air Filter,42
MH17AB4504,Eicher Pro 6035,2018,2023-01-27,2021-03-08,440452,1799,225,122,3.71,52,46,Highway,Medium,-2,4,83,6.08,9,Coolant,111
MH26AB1868,Ashok Leyland 3718,2010,2023-05-28,2021-12-02,55750,39969,57,112,3.71,75,44,Mixed,Medium,37,16,84,5.67,19,Fuel Pump,64
MH51AB5448,Tata Prima,2017,2022-02-24,2021-06-13,390912,5494,344,85,3.71,5,71,Mixed,Light,34,18,47,5.5,14,Fuel Pump,24
MH34AB7207,Eicher Pro 6035,2014,2024-12-15,2021-08-15,561760,30378,284,88,3.71,64,87,Mixed,Heavy,32,17,79,2.65,12,None,103
MH52AB7869,Mahindra Blazo X,2012,2024-10-15,2021-09-01,85903,16127,212,86,3.71,16,40,Mixed,Heavy,24,5,73,5.7,4,Fuel Pump,91
MH29AB4846,Mahindra Blazo X,2020,2022-02-02,2021-06-03,253561,7989,98,128,3.71,25,37,City,Medium,4,12,16,3.05,7,Oil Filter,48
MH13AB6918,BharatBenz 2823R,2016,2022-08-15,2021-03-29,665324,26611,351,95,3.71,15,58,Mixed,Light,24,9,53,3.39,17,Coolant,115
MH93AB8209,Ashok Leyland 3718,2016,2023-03-16,2021-12-10,662242,32855,87,75,3.71,48,34,Mixed,Light,33,4,85,4.81,1,Coolant,107
MH45AB4595,Eicher Pro 6035,2018,2022-11-27,2021-05-25,562493,8769,185,112,3.71,62,72,Mixed,Heavy,1,15,16,3.56,14,Brake Pads,93
MH18AB3758,BharatBenz 2823R,2016,2023-07-10,2021-09-24,477530,3331,359,118,3.71,48,57,City,Heavy,30,10,75,5.15,15,Oil Filter,67
MH81AB2351,Eicher Pro 6035,2022,2022-05-18,2021-05-06,491441,12319,470,78,3.71,82,67,City,Medium,29,4,69,4.93,12,Coolant,54
MH39AB4333,Ashok Leyland 3718,2020,2023-11-12,2021-11-01,478395,25313,268,119,3.71,38,71,City,Heavy,18,5,10,2.93,12,None,26
MH96AB1737,Mahindra Blazo X,2023,2022-06-22,2021-09-13,691593,22137,397,86,3.71,29,91,Highway,Medium,33,5,71,5.12,6,Coolant,115
MH89AB9347,Tata Prima,2012,2024-10-22,2021-04-09,555633,2496,345,100,3.71,8,47,City,Light,30,12,96,6.2,13,Brake Pads,76
MH45AB2195,Mahindra Blazo X,2020,2022-04-03,2021-04-06,468554,3589,83,81,3.71,68,35,Mixed,Heavy,39,17,98,3.14,16,Air Filter,58
MH88AB7323,BharatBenz 2823R,2022,2023-11-25,2021-11-01,535651,33791,401,92,3.71,94,35,City,Light,14,18,27,4.89,14,Air Filter,13
MH72AB7576,Tata Prima,2023,2023-05-20,2021-12-27,250753,21159,128,123,3.71,20,54,City,Light,43,11,16,3.87,7,Oil Filter,19
MH35AB9338,BharatBenz 2823R,2022,2024-08-16,2021-12-08,82101,30929,285,123,3.71,14,36,Mixed,Medium,26,18,63,4.34,16,Fuel Pump,52
MH55AB9051,Ashok Leyland 3718,2010,2024-06-01,2021-04-08,52775,16232,432,74,3.71,70,92,City,Light,33,17,76,3.65,9,Brake Pads,24
MH68AB5809,Tata Prima,2017,2024-11-04,2021-11-17,685785,20006,322,112,3.71,39,71,Highway,Medium,43,7,19,3.92,14,Brake Pads,39
MH22AB8671,BharatBenz 2823R,2021,2023-02-09,2021-10-27,540399,5690,210,105,3.71,87,31,City,Medium,20,8,70,2.62,7,Coolant,105
MH19AB8027,Ashok Leyland 3718,2012,2024-11-01,2021-03-20,95619,5075,224,128,3.71,10,67,Highway,Light,20,15,68,6.43,12,None,71
MH45AB5825,Mahindra Blazo X,2021,2024-04-06,2021-05-31,302388,35065,415,105,3.71,23,41,Highway,Light,30,12,68,5.0,3,Coolant,64
MH72AB7786,Ashok Leyland 3718,2017,2024-02-10,2021-07-23,462755,35399,357,72,3.71,63,68,Highway,Medium,37,13,78,4.5,14,None,102
MH96AB6217,Eicher Pro 6035,2017,2023-09-29,2021-12-22,807634,24206,423,127,3.71,57,71,Mixed,Medium,29,15,72,4.03,19,Brake Pads,38
MH28AB8936,Ashok Leyland 3718,2022,2023-04-05,2021-03-23,893556,23384,270,93,3.71,12,98,City,Light,37,6,17,4.66,11,Fuel Pump,104
MH39AB9917,Ashok Leyland 3718,2014,2022-03-31,2021-11-23,115149,17699,58,124,3.71,82,20,Highway,Medium,29,6,87,4.02,5,Air Filter,103
MH84AB1763,Eicher Pro 6035,2022,2024-07-08,2021-09-08,76616,39934,338,126,3.71,14,85,Highway,Medium,6,16,64,3.94,13,Oil Filter,77
MH20AB5144,BharatBenz 2823R,2021,2022-09-02,2021-09-11,796055,12979,493,86,3.71,71,83,City,Heavy,27,2,15,4.36,10,None,98
MH12AB4552,BharatBenz 2823R,2022,2024-03-14,2021-09-10,235639,34678,162,108,3.71,42,27,Mixed,Heavy,30,10,10,3.6,7,Air Filter,58
MH58AB9218,Ashok Leyland 3718,2010,2024-09-02,2021-06-17,742459,13165,254,95,3.71,33,44,Mixed,Heavy,8,4,65,3.22,17,Oil Filter,94
MH75AB1865,Eicher Pro 6035,2022,2024-06-10,2021-12-25,256903,1034,454,73,3.71,19,85,Highway,Heavy,27,5,84,4.73,16,Fuel Pump,16
MH30AB6321,Eicher Pro 6035,2019,2024-09-17,2021-06-17,281318,26792,235,124,3.71,91,92,Mixed,Heavy,40,17,97,5.87,8,Brake Pads,92
MH22AB6724,Mahindra Blazo X,2016,2022-06-12,2021-06-09,898231,36632,390,114,3.71,27,92,City,Medium,39,8,19,3.11,17,Fuel Pump,109
MH52AB1222,BharatBenz 2823R,2021,2022-01-17,2021-08-07,402365,36610,246,81,3.71,86,96,Mixed,Medium,39,15,32,2.63,13,None,23
MH10AB6824,Tata Prima,2019,2024-10-26,2021-05-01,337623,22969,315,70,3.71,50,89,City,Heavy,18,17,25,3.49,11,Brake Pads,112
MH57AB2628,BharatBenz 2823R,2014,2022-05-24,2021-12-24,411309,37768,311,90,3.71,87,98,Highway,Light,9,19,25,6.42,18,Coolant,84
MH78AB8406,BharatBenz 2823R,2017,2024-02-04,2021-11-09,105863,1672,297,88,3.71,32,70,City,Heavy,25,17,65,5.82,5,Oil Filter,30
MH41AB5715,Mahindra Blazo X,2018,2023-04-10,2021-08-03,223115,28414,164,90,3.71,30,72,Highway,Light,11,17,15,4.88,6,Coolant,27
MH72AB3077,Tata Prima,2020,2023-03-08,2021-07-26,545654,21401,170,121,3.71,14,34,City,Medium,6,3,39,6.22,14,Brake Pads,37
MH97AB2008,Mahindra Blazo X,2023,2024-02-13,2021-06-16,553323,34909,190,87,3.71,51,69,City,Light,16,11,72,4.28,12,Oil Filter,110
MH98AB7943,Tata Prima,2016,2024-06-20,2021-06-11,458624,19824,114,112,3.71,8,90,Mixed,Medium,17,8,10,6.43,4,Oil Filter,61
MH19AB3804,Ashok Leyland 3718,2023,2022-11-14,2021-10-26,827635,9238,325,121,3.71,59,94,City,Light,20,16,60,3.69,7,Coolant,34
MH93AB8693,Tata Prima,2022,2024-03-03,2021-11-01,763340,37994,362,72,3.71,70,57,Highway,Medium,8,10,98,3.46,11,Oil Filter,27
MH83AB1566,Mahindra Blazo X,2016,2024-03-17,2021-05-18,328495,24554,288,118,3.71,71,59,City,Medium,6,8,55,5.05,2,Brake Pads,78
MH76AB4050,BharatBenz 2823R,2010,2022-12-31,2021-11-08,185203,30209,351,113,3.71,11,85,Highway,Heavy,44,17,30,4.01,4,None,40
MH65AB9480,Tata Prima,2013,2024-09-18,2021-03-18,297908,20607,441,101,3.71,59,58,Highway,Medium,-2,4,47,5.01,7,None,99
MH81AB8961,Tata Prima,2011,2022-10-07,2021-08-02,881257,863,59,79,3.71,84,93,City,Heavy,40,18,78,3.72,1,Brake Pads,111
MH47AB5803,Eicher Pro 6035,2011,2023-01-24,2021-04-23,847781,10858,418,109,3.71,35,36,Mixed,Heavy,7,9,72,4.97,15,Coolant,90
MH32AB6705,BharatBenz 2823R,2011,2023-02-19,2021-09-07,242003,36577,282,84,3.71,78,26,City,Heavy,12,3,59,3.6,8,Fuel Pump,47
MH66AB3806,Ashok Leyland 3718,2013,2022-07-15,2021-12-04,880686,3740,244,74,3.71,23,58,City,Light,37,4,21,2.7,5,Brake Pads,111
MH66AB1627,Mahindra Blazo X,2023,2024-05-11,2021-06-23,874657,7165,444,73,3.71,32,87,Mixed,Light,22,9,78,6.15,14,None,106
MH19AB8368,Ashok Leyland 3718,2010,2023-08-24,2021-06-15,547599,2436,61,127,3.71,85,54,Highway,Medium,32,3,82,6.03,18,Brake Pads,115
MH34AB2581,BharatBenz 2823R,2013,2023-01-27,2021-03-21,324597,26038,443,97,3.71,32,70,City,Heavy,35,18,53,6.38,3,Oil Filter,70
MH69AB4648,Tata Prima,2011,2023-02-06,2021-09-10,724174,12498,458,122,3.71,23,66,Mixed,Heavy,38,6,61,5.37,2,Oil Filter,57
MH28AB3967,Tata Prima,2014,2023-10-07,2021-09-25,723623,1382,226,121,3.71,91,55,Mixed,Medium,13,18,18,5.23,16,Brake Pads,91
MH37AB1154,BharatBenz 2823R,2012,2023-12-14,2021-12-14,651982,20724,226,120,3.71,24,83,Highway,Heavy,40,11,74,4.74,14,Coolant,103
MH69AB8216,Tata Prima,2021,2023-10-12,2021-11-04,590023,31325,266,122,3.71,17,32,Mixed,Medium,41,10,19,3.0,16,Fuel Pump,64
MH43AB4861,Tata Prima,2017,2024-08-24,2021-07-15,884325,5704,60,73,3.71,81,37,Highway,Heavy,37,7,55,3.26,11,Oil Filter,41
MH11AB1811,Tata Prima,2013,2022-04-24,2021-04-08,750033,29385,495,84,3.71,47,40,City,Light,32,12,67,3.66,17,None,65
MH31AB9906,Mahindra Blazo X,2010,2023-08-13,2021-10-19,794822,3703,167,86,3.71,15,84,Mixed,Medium,40,3,46,6.06,3,Oil Filter,100
MH94AB5660,Mahindra Blazo X,2010,2024-03-25,2021-07-22,619354,2744,213,113,3.71,52,27,City,Medium,-3,13,61,3.19,5,None,111
MH94AB2874,Eicher Pro 6035,2021,2024-03-30,2021-10-22,805675,33286,88,72,3.71,19,67,Mixed,Light,13,13,90,6.19,3,Fuel Pump,57
MH80AB7598,Ashok Leyland 3718,2019,2024-05-23,2021-04-23,184445,3583,102,79,3.71,21,62,Mixed,Medium,14,17,22,4.59,15,Oil Filter,16
MH99AB7278,BharatBenz 2823R,2012,2024-02-06,2021-04-25,453551,22084,267,116,3.71,58,72,City,Light,19,13,15,5.36,5,Coolant,39
MH29AB5214,BharatBenz 2823R,2018,2024-01-05,2021-05-02,847124,9021,255,111,3.71,54,46,Mixed,Heavy,5,19,67,2.94,3,None,109
MH49AB4583,BharatBenz 2823R,2016,2022-03-02,2021-04-30,619829,34041,361,125,3.71,32,38,City,Light,11,14,57,3.58,6,Oil Filter,71
MH26AB7328,Eicher Pro 6035,2011,2022-04-11,2021-12-12,215129,29563,409,92,3.71,87,42,City,Light,43,16,41,6.33,14,Oil Filter,102
MH90AB2879,Mahindra Blazo X,2022,2024-12-02,2021-07-31,641271,5232,434,87,3.71,8,69,Highway,Medium,29,17,20,3.56,2,Brake Pads,42
MH11AB6894,Eicher Pro 6035,2018,2024-01-01,2021-12-11,724943,28018,105,70,3.71,26,70,City,Heavy,8,5,90,3.69,18,Coolant,28
MH43AB5403,BharatBenz 2823R,2019,2023-07-06,2021-09-28,203837,30197,167,104,3.71,90,62,Highway,Light,33,13,14,3.29,6,Coolant,106
MH85AB4560,Ashok Leyland 3718,2011,2022-05-01,2021-04-18,764647,3067,437,122,3.71,43,70,City,Heavy,13,18,15,3.02,5,Brake Pads,85
MH99AB8161,Tata Prima,2012,2024-04-27,2021-03-20,785035,16621,302,127,3.71,38,88,Mixed,Light,-3,2,83,3.43,14,None,44
MH49AB4310,Mahindra Blazo X,2020,2024-02-24,2021-05-12,227597,2174,335,100,3.71,48,60,City,Medium,28,19,30,5.07,17,Air Filter,69
MH98AB6119,Mahindra Blazo X,2022,2022-11-03,2021-12-28,743590,11375,317,128,3.71,46,91,Mixed,Light,43,17,51,4.32,11,Fuel Pump,61
MH48AB7781,Eicher Pro 6035,2019,2024-10-21,2021-03-27,462736,1239,340,113,3.71,44,30,Highway,Light,35,2,90,4.72,1,Coolant,76
MH34AB7103,Mahindra Blazo X,2023,2024-03-15,2021-03-13,528454,2045,382,70,3.71,16,99,Mixed,Heavy,16,11,36,2.99,10,Air Filter,83
MH13AB4541,BharatBenz 2823R,2011,2024-03-29,2021-11-28,495150,29640,229,72,3.71,6,71,City,Light,32,17,12,5.71,9,None,118
MH51AB9247,BharatBenz 2823R,2012,2024-10-21,2021-03-29,337710,9827,464,72,3.71,32,42,Mixed,Medium,21,15,69,5.64,12,Fuel Pump,49
MH62AB5995,Eicher Pro 6035,2015,2024-08-19,2021-08-23,546440,5627,407,106,3.71,78,68,Highway,Medium,15,3,75,2.59,1,Coolant,93
MH81AB1287,BharatBenz 2823R,2018,2022-09-23,2021-11-06,473350,23831,284,88,3.71,90,57,Mixed,Light,35,7,58,4.03,18,Oil Filter,76
MH95AB1131,Ashok Leyland 3718,2018,2023-09-25,2021-12-02,453561,23504,392,98,3.71,85,66,Mixed,Light,25,6,43,2.78,12,Coolant,100
MH48AB7260,Eicher Pro 6035,2016,2022-02-07,2021-10-19,826372,10992,245,94,3.71,94,91,City,Heavy,21,13,46,5.67,2,Fuel Pump,118
MH87AB5920,Ashok Leyland 3718,2021,2023-05-09,2021-04-17,695303,14249,357,102,3.71,71,26,City,Heavy,31,5,51,5.45,1,Air Filter,17
MH78AB9929,Tata Prima,2012,2022-04-03,2021-05-15,222257,24008,129,105,3.71,75,85,Mixed,Medium,-4,5,74,6.11,1,Oil Filter,114
MH18AB7792,Ashok Leyland 3718,2013,2024-06-19,2021-08-10,820824,9545,184,98,3.71,76,96,Highway,Heavy,41,6,69,3.45,1,Fuel Pump,83
MH90AB6166,Tata Prima,2015,2023-07-22,2021-06-16,274021,20616,71,127,3.71,88,81,Mixed,Light,3,8,99,4.33,12,None,10
MH62AB2936,Tata Prima,2020,2023-12-20,2021-10-01,705244,19167,380,95,3.71,80,48,Highway,Medium,13,7,10,3.24,7,Fuel Pump,101
MH53AB8113,Ashok Leyland 3718,2014,2022-03-24,2021-06-01,645032,10021,489,73,3.71,85,57,Highway,Heavy,36,14,68,3.98,4,Coolant,75
MH98AB6806,Eicher Pro 6035,2011,2024-06-18,2021-09-13,345599,9169,274,118,3.71,96,52,Highway,Medium,30,5,13,4.59,4,None,101
MH41AB6936,BharatBenz 2823R,2022,2022-08-01,2021-07-09,558433,27802,107,83,3.71,14,48,Mixed,Light,4,14,23,2.71,15,Brake Pads,51
MH85AB8357,BharatBenz 2823R,2015,2022-05-09,2021-03-18,366363,11783,142,119,3.71,90,98,Highway,Heavy,34,5,27,5.36,1,Brake Pads,97
MH22AB7521,Tata Prima,2012,2023-03-25,2021-07-30,882423,31435,241,96,3.71,61,42,Mixed,Light,39,11,43,4.67,6,Oil Filter,106
MH60AB1339,Tata Prima,2023,2023-03-06,2021-06-07,647904,7498,152,102,3.71,90,22,Highway,Light,33,2,10,5.82,14,Fuel Pump,105
MH40AB2420,Eicher Pro 6035,2017,2022-11-11,2021-10-31,661726,29306,445,91,3.71,41,64,Highway,Medium,1,9,62,3.59,14,Air Filter,48
MH58AB8738,Mahindra Blazo X,2011,2023-08-05,2021-08-25,166841,32124,56,117,3.71,81,27,Mixed,Medium,-2,8,31,6.11,10,Oil Filter,36
MH36AB4608,Ashok Leyland 3718,2010,2023-12-15,2021-09-22,714846,13940,177,72,3.71,95,48,City,Medium,9,6,89,6.49,7,None,7
MH88AB2873,Tata Prima,2018,2023-03-01,2021-11-29,219934,22297,104,92,3.71,68,21,City,Heavy,6,4,70,6.18,12,Oil Filter,58
MH49AB7871,BharatBenz 2823R,2023,2023-09-29,2021-07-07,827022,1769,280,90,3.71,83,69,Mixed,Heavy,42,16,31,5.61,19,Coolant,88
MH65AB5496,Eicher Pro 6035,2021,2023-11-26,2021-08-28,633158,8368,411,110,3.71,90,84,Mixed,Medium,0,18,59,5.75,9,None,82
MH96AB9859,Ashok Leyland 3718,2012,2023-03-12,2021-06-20,136694,30751,111,92,3.71,98,39,City,Heavy,3,14,25,4.79,3,Air Filter,96
MH66AB6996,Eicher Pro 6035,2020,2024-08-24,2021-08-27,287068,12873,289,73,3.71,44,71,City,Heavy,29,16,37,3.26,4,Fuel Pump,42
MH57AB7322,Ashok Leyland 3718,2010,2022-11-05,2021-11-01,880288,19487,139,90,3.71,64,56,City,Medium,2,15,95,5.21,13,None,8
MH72AB2671,Ashok Leyland 3718,2016,2023-06-24,2021-08-06,151407,39229,281,106,3.71,52,91,Mixed,Light,1,14,79,5.35,10,Fuel Pump,83
MH40AB6889,Tata Prima,2022,2024-07-25,2021-08-20,543960,16234,282,112,3.71,23,46,Highway,Heavy,-2,13,98,6.44,14,Fuel Pump,21
