record_id,truck_id,truck_number_plate,vehicle_model,year_bought,service_date,last_service_date,total_km_run,km_after_last_service,avg_daily_km_est,engine_temperature_c,vibrations_level,oil_life_percent,battery_health_percent,route_type,load_profile,ambient_temp_c,service_type,parts_changed_last_service,parts_in_stock_status,technician_id,technician_experience_years,current_queue_length,shift_hours_remaining,brake_pad_thickness_mm,tyre_health_percent,fuel_efficiency_kmpl,approx_past_services,days_until_next_service
1125,T0090,QL28FK4255,Volvo FM 400,2024,2022-10-14,2022-10-02,61709,4436,358.7,84.5,1.97,81.0,86.1,Highway,Heavy,26.4,Brake Service,"Coolant, Battery, Brake Pads",Yes,M005,10,9,2.6,15.6,85.7,1.86,1,47.2
1126,T0013,TO75AI0988,Mahindra Blazo X 35,2019,2025-06-08,2025-05-25,383972,4241,284.5,85.9,4.22,82.7,80.3,Highway,Light,29.2,Electrical Check,Engine Oil,Partial,M029,4,4,2.0,17.7,83.4,3.74,8,50.2
1127,T0287,HK50HD1856,Mahindra Blazo X 35,2022,2023-08-09,2023-05-21,198291,21992,273.0,79.6,2.27,12.4,71.9,Highway,Heavy,24.6,Electrical Check,"Battery, Engine Oil, Coolant",No,M004,14,6,7.3,11.4,15.3,2.11,2,33.9
1128,T0242,NK13EQ6695,Scania P410,2017,2022-09-24,2022-09-09,494236,4870,316.6,90.6,3.83,81.7,66.6,City,Heavy,32.6,Brake Service,"Battery, Clutch Plate",Partial,M024,9,12,1.8,14.7,82.1,2.62,7,38.7
1129,T0209,PK13JV4662,BharatBenz 3123R,2024,2025-06-14,2025-04-28,66825,17317,362.6,99.6,2.27,29.8,87.4,City,Medium,38.5,Full Inspection,"Coolant, Oil Filter, Battery",No,M030,8,9,7.5,12.5,46.9,3.7,3,40.1
1130,T0209,PK13JV4662,Tata LPT 3718,2021,2022-11-01,2022-09-04,259731,21483,364.9,84.4,4.36,16.3,73.5,Highway,Heavy,28.7,Electrical Check,"Battery, Air Filter",Partial,M017,4,2,4.5,11.8,22.4,2.34,2,34.4
1131,T0231,QG67UB9445,Scania P410,2017,2023-02-13,2023-01-02,506271,11390,269.4,84.3,3.55,55.1,75.8,Highway,Medium,24.8,Engine Check,"Battery, Coolant",Partial,M033,8,12,4.6,13.2,59.7,4.38,13,39.2
1132,T0294,VI05XU8893,BharatBenz 3123R,2018,2024-11-29,2024-10-13,435691,15431,323.0,100.1,3.05,38.3,67.4,Mixed,Medium,23.9,Routine Service,"Oil Filter, Coolant, Alternator, Engine Oil",Partial,M006,1,12,7.9,12.3,50.7,3.84,9,56.7
1133,T0295,YK13DE9796,Volvo FM 400,2019,2025-06-05,2025-05-10,357213,9204,352.9,76.1,2.91,64.7,66.7,Mixed,Heavy,29.1,Brake Service,"Battery, Brake Pads",Yes,M011,3,1,3.3,17.7,64.2,3.1,11,48.2
1134,T0192,NO13ND2505,Scania P410,2021,2023-09-07,2023-06-21,231597,23237,297.9,85.4,4.13,5.3,77.5,Mixed,Heavy,34.7,Routine Service,"Battery, Clutch Plate",No,M026,15,8,7.7,7.8,19.2,2.48,5,22.3
1135,T0116,EQ62RM4271,Mahindra Blazo X 35,2022,2024-11-14,2024-10-16,197437,7255,248.4,84.8,3.06,68.8,85.3,Highway,Heavy,27.1,Engine Check,Oil Filter,No,M013,11,2,3.8,14.9,73.5,2.49,3,37.5
1136,T0037,SI65KO2709,Mahindra Blazo X 35,2019,2023-03-31,2023-02-05,373951,15675,289.3,85.1,4.67,39.7,69.1,Highway,Medium,28.4,Routine Service,"Oil Filter, Alternator",Yes,M020,11,2,7.6,11.3,57.8,3.38,8,42.7
1137,T0009,OG58KF9500,Volvo FM 400,2019,2023-12-31,2023-10-22,364708,14358,203.9,69.7,3.33,42.2,73.4,Highway,Light,32.5,Electrical Check,Oil Filter,No,M012,8,1,3.1,13.7,53.0,4.17,9,49.7
1138,T0061,CS47RQ4702,Ashok Leyland U-3718,2020,2024-10-16,2024-08-08,308157,24493,350.0,77.8,2.76,5.0,80.2,Mixed,Medium,28.3,Brake Service,"Battery, Brake Pads, Air Filter",Yes,M001,14,6,5.1,10.3,13.3,3.12,9,39.6
1139,T0220,SN90LV3793,Scania P410,2024,2023-01-22,2023-01-13,63660,3482,353.7,84.3,3.4,87.2,91.1,City,Heavy,44.8,Electrical Check,Clutch Plate,Yes,M040,4,10,7.1,19.3,89.3,3.08,1,24.8
1140,T0164,IS78ZD3534,Tata LPT 3718,2015,2024-12-07,2024-08-31,585817,20502,207.4,97.9,4.93,24.7,60.6,City,Heavy,36.3,Brake Service,"Oil Filter, Brake Pads, Battery, Coolant",Partial,M031,6,6,7.3,8.8,21.6,3.5,17,19.4
1141,T0252,NH93YI0777,Volvo FM 400,2021,2022-11-23,2022-11-02,227974,5409,249.5,70.7,3.13,82.6,85.6,Highway,Medium,35.5,Routine Service,"Coolant, Clutch Plate, Engine Oil, Battery",Yes,M006,12,8,2.3,15.2,82.9,1.91,2,55.3
1142,T0233,RJ60ZR3794,Ashok Leyland U-3718,2020,2023-02-21,2022-12-25,310606,13041,221.5,79.3,2.7,40.1,74.1,Highway,Heavy,30.5,Full Inspection,Battery,No,M031,1,5,6.0,16.1,62.1,3.3,6,43.8
1143,T0232,XR57JX5607,BharatBenz 3123R,2024,2023-08-31,2023-07-14,47210,18410,383.2,94.7,3.22,18.9,88.4,City,Light,36.5,Routine Service,"Engine Oil, Coolant",No,M001,9,12,7.6,15.9,41.3,3.03,1,20.0
1144,T0258,VZ41BJ7138,BharatBenz 3123R,2022,2023-12-29,2023-12-19,188796,3450,326.0,91.0,1.65,74.9,82.0,City,Heavy,41.6,Full Inspection,"Engine Oil, Air Filter, Coolant, Clutch Plate",Partial,M037,14,12,6.0,20.0,90.6,3.03,3,16.0
1145,T0252,NH93YI0777,BharatBenz 3123R,2022,2023-11-15,2023-10-09,161269,10079,267.1,92.3,3.2,69.2,93.7,City,Light,37.4,Engine Check,"Battery, Brake Pads, Engine Oil",Partial,M003,13,1,1.6,15.3,64.1,4.53,2,25.2
1146,T0040,XQ35AH4564,BharatBenz 3123R,2022,2022-07-24,2022-05-29,182659,13775,244.0,85.0,2.81,44.9,84.6,City,Light,42.5,Engine Check,"Air Filter, Alternator, Brake Pads, Engine Oil",No,M001,12,9,8.0,15.2,52.6,2.99,1,36.8
1147,T0115,TF43JS7500,Tata LPT 3718,2024,2023-03-06,2023-02-13,60009,8175,375.0,84.5,4.03,62.7,83.0,City,Light,28.4,Engine Check,Oil Filter,Yes,M029,13,8,2.7,19.8,74.6,3.55,1,37.6
1148,T0068,LW93QP7922,Mahindra Blazo X 35,2024,2023-01-18,2022-10-25,42392,19411,226.8,71.6,2.63,20.6,97.6,Mixed,Light,20.8,Full Inspection,"Battery, Alternator, Clutch Plate, Brake Pads",Yes,M029,13,4,1.2,10.0,46.7,4.83,1,50.7
1149,T0189,KN87ID9262,Mahindra Blazo X 35,2023,2023-04-21,2023-03-20,109317,13051,396.9,82.2,5.54,48.3,88.3,Highway,Medium,32.3,Full Inspection,Coolant,No,M031,6,1,2.1,13.9,65.1,3.32,1,52.0
1150,T0217,CN02WX4009,Volvo FM 400,2016,2025-05-11,2025-04-15,562044,8959,333.4,88.5,4.64,54.7,55.4,Highway,Medium,25.5,Routine Service,"Alternator, Coolant, Oil Filter, Battery",Yes,M023,5,6,6.3,13.4,67.8,1.85,16,51.3
1151,T0083,VK68ZM0558,Volvo FM 400,2024,2022-08-20,2022-06-27,54152,15279,281.9,87.2,1.45,34.7,85.3,Highway,Heavy,25.0,Engine Check,"Battery, Coolant, Air Filter, Brake Pads",Yes,M013,9,10,3.5,16.5,47.3,3.88,1,26.2
1152,T0299,CS68LG2021,Ashok Leyland U-3718,2016,2023-02-05,2022-11-23,568241,15537,207.7,85.2,2.62,38.0,60.8,Mixed,Light,26.1,Electrical Check,"Air Filter, Clutch Plate",Yes,M015,14,1,3.4,12.3,55.7,3.15,12,32.2
1153,T0006,JF29QP1713,Tata LPT 3718,2015,2024-11-01,2024-10-24,581271,3021,373.8,86.7,2.68,89.4,65.4,Mixed,Light,37.9,Engine Check,"Engine Oil, Air Filter, Oil Filter",No,M008,7,5,3.9,16.4,90.3,3.82,19,54.1
1154,T0246,VJ80SO9187,BharatBenz 3123R,2018,2022-12-13,2022-08-13,435806,24621,201.4,91.6,5.12,5.3,68.0,Mixed,Medium,30.1,Full Inspection,"Brake Pads, Engine Oil, Oil Filter, Clutch Plate",Partial,M031,15,1,5.4,12.9,24.0,3.2,7,38.5
1155,T0037,SI65KO2709,BharatBenz 3123R,2017,2024-10-06,2024-08-23,479162,11972,270.7,91.7,5.66,48.1,56.7,Mixed,Light,26.5,Electrical Check,"Oil Filter, Coolant, Clutch Plate, Battery",Partial,M005,13,0,2.4,15.3,54.2,2.82,13,29.6
1156,T0186,LG17UO7188,BharatBenz 3123R,2019,2023-08-21,2023-08-07,346550,5019,355.5,84.1,4.86,79.2,81.5,City,Light,41.0,Routine Service,Battery,No,M028,1,7,2.2,15.0,84.2,3.55,9,34.0
1157,T0099,CX14RT9471,Mahindra Blazo X 35,2020,2023-09-01,2023-06-15,297937,16148,206.4,92.6,6.53,29.4,72.9,City,Medium,25.9,Full Inspection,"Air Filter, Brake Pads",Partial,M039,1,0,7.9,12.9,45.5,2.56,5,30.0
1158,T0209,PK13JV4662,Mahindra Blazo X 35,2017,2025-03-09,2025-02-19,486456,5290,293.4,81.6,2.95,76.8,65.8,Highway,Heavy,22.7,Full Inspection,"Clutch Plate, Alternator, Engine Oil",No,M034,1,1,1.7,16.6,84.8,3.78,14,29.3
1159,T0016,ZQ45DF3522,Ashok Leyland U-3718,2016,2024-06-23,2024-05-24,556445,6822,221.9,80.6,6.86,76.5,61.7,Mixed,Light,27.5,Electrical Check,Battery,No,M010,2,5,2.3,15.5,75.9,3.47,14,47.0
1160,T0144,UI76UT3058,Ashok Leyland U-3718,2020,2022-12-16,2022-11-19,322365,7876,283.1,95.8,3.32,58.6,78.3,City,Heavy,35.8,Electrical Check,"Coolant, Alternator, Brake Pads",Partial,M039,6,2,2.1,13.3,73.9,2.78,5,21.3
1161,T0198,HY71VK7802,Mahindra Blazo X 35,2024,2023-08-02,2023-05-15,68810,24873,313.5,85.5,3.06,5.0,89.5,Mixed,Heavy,37.2,Electrical Check,"Clutch Plate, Air Filter",Yes,M039,12,3,4.3,11.1,23.6,3.1,1,33.9
1162,T0176,IR53EX3377,Scania P410,2023,2024-06-14,2024-05-08,106555,8598,227.0,79.0,1.62,69.1,80.3,Mixed,Heavy,31.0,Full Inspection,"Coolant, Air Filter, Alternator",Partial,M005,9,14,4.8,11.6,67.6,2.86,3,28.6
1163,T0117,LH64RB3503,Tata LPT 3718,2020,2022-11-24,2022-09-26,272858,15749,263.3,73.4,2.3,41.2,72.2,Highway,Heavy,34.0,Electrical Check,"Coolant, Oil Filter, Air Filter",Partial,M013,8,7,3.2,12.2,52.8,3.46,4,41.1
1164,T0143,NN95KM6920,Tata LPT 3718,2024,2024-06-25,2024-04-24,47859,23765,380.2,78.5,4.19,5.0,85.5,City,Heavy,34.1,Brake Service,"Coolant, Oil Filter",Partial,M013,9,12,6.4,9.0,30.1,2.62,1,31.1
1165,T0278,SJ90CD8054,Scania P410,2020,2023-06-17,2023-05-25,302426,8922,385.2,78.7,2.59,56.5,73.9,Highway,Medium,36.0,Brake Service,"Oil Filter, Battery",Partial,M038,8,6,6.1,13.7,75.5,3.75,5,56.0
1166,T0127,DB18IS5124,BharatBenz 3123R,2024,2023-06-26,2023-04-30,50110,21609,372.8,83.1,2.54,17.6,80.3,Mixed,Medium,30.5,Brake Service,"Battery, Oil Filter, Brake Pads, Clutch Plate",Partial,M012,12,13,7.7,12.7,23.3,3.06,1,42.2
1167,T0291,UJ88EP8690,Ashok Leyland U-3718,2023,2024-10-27,2024-09-16,127182,16237,393.6,70.9,3.06,37.3,82.6,City,Light,33.3,Electrical Check,Coolant,Yes,M017,3,4,2.4,10.0,49.4,3.02,3,52.9
1168,T0282,CG35RG9044,Ashok Leyland U-3718,2015,2023-03-09,2023-02-01,594957,9826,268.7,86.5,1.76,54.6,63.4,Highway,Light,34.0,Full Inspection,"Clutch Plate, Coolant, Alternator, Air Filter",Partial,M017,5,14,3.1,12.9,72.9,3.71,16,47.0
1169,T0216,JO00EM4758,BharatBenz 3123R,2019,2023-01-11,2022-12-22,351205,5997,297.1,77.8,3.37,80.9,65.7,Highway,Medium,33.2,Electrical Check,Clutch Plate,No,M032,9,7,7.1,16.1,77.0,2.86,6,34.9
1170,T0161,YE67PV5800,Volvo FM 400,2017,2023-05-25,2023-03-23,485134,23431,368.5,92.2,2.98,5.0,64.6,Highway,Light,27.5,Brake Service,Engine Oil,Yes,M024,15,8,2.5,11.4,37.4,3.65,8,47.6
1171,T0056,RQ17WP1973,Scania P410,2023,2023-02-16,2023-01-31,108937,5057,306.9,78.1,0.89,79.6,85.7,City,Light,33.4,Routine Service,"Brake Pads, Engine Oil, Battery, Coolant",Yes,M007,1,14,2.1,19.6,80.9,2.73,1,50.4
1172,T0058,SL79HV5447,Tata LPT 3718,2024,2025-02-17,2024-12-23,66678,21861,390.3,82.2,3.58,8.6,93.6,Mixed,Medium,34.7,Full Inspection,"Brake Pads, Oil Filter, Alternator, Coolant",Partial,M019,3,4,6.4,8.5,35.7,2.86,3,33.6
1173,T0137,CV82TH9149,Scania P410,2020,2022-10-25,2022-10-01,292631,5949,238.6,90.4,3.56,78.5,76.9,Highway,Light,28.2,Full Inspection,"Brake Pads, Oil Filter, Clutch Plate",Yes,M002,4,12,7.3,14.7,80.1,2.47,4,31.5
1174,T0316,ZL82KQ1287,Volvo FM 400,2017,2022-07-28,2022-06-16,499951,12897,306.4,89.1,5.58,45.4,66.1,Highway,Heavy,35.9,Electrical Check,"Clutch Plate, Engine Oil, Alternator",Yes,M040,12,12,3.4,15.7,53.3,2.37,8,41.2
1175,T0114,SI30WO4160,BharatBenz 3123R,2022,2023-08-14,2023-06-21,168734,19296,355.7,92.2,2.88,27.4,75.2,Mixed,Light,35.4,Engine Check,"Coolant, Engine Oil",Yes,M012,2,11,5.2,9.2,44.0,3.3,3,40.5
1176,T0158,ZQ46IW7619,Ashok Leyland U-3718,2024,2025-06-08,2025-03-17,58915,19229,231.5,79.1,2.42,19.2,80.1,Mixed,Medium,27.5,Electrical Check,"Brake Pads, Engine Oil",Yes,M029,8,1,6.1,10.1,32.4,3.34,2,48.6
1177,T0228,IY23ZZ2645,Ashok Leyland U-3718,2017,2023-04-27,2023-02-10,466859,22870,298.2,90.8,2.47,10.7,68.7,Mixed,Medium,22.3,Electrical Check,"Engine Oil, Coolant, Air Filter, Oil Filter",Partial,M040,9,7,4.5,13.3,24.2,2.28,8,17.7
1178,T0224,AJ05IK2309,Scania P410,2020,2024-11-01,2024-10-04,291756,6053,215.8,84.4,1.99,77.6,63.4,City,Light,34.9,Routine Service,"Clutch Plate, Coolant, Oil Filter, Air Filter",Yes,M032,15,11,3.2,19.5,80.4,3.27,7,50.4
1179,T0308,OV84NW4840,Mahindra Blazo X 35,2021,2023-12-27,2023-09-21,241044,22909,235.8,86.6,4.57,8.2,74.1,Highway,Medium,29.5,Brake Service,"Battery, Air Filter",No,M014,10,4,2.8,10.2,33.4,2.51,4,33.7
1180,T0128,LN13HK3576,Mahindra Blazo X 35,2019,2024-11-27,2024-09-21,375796,14243,211.6,86.2,5.15,44.5,75.0,Highway,Medium,26.2,Routine Service,"Engine Oil, Battery, Coolant, Oil Filter",Partial,M039,9,9,4.8,11.7,43.7,2.37,9,44.4
1181,T0232,XR57JX5607,Mahindra Blazo X 35,2015,2025-02-15,2025-01-14,609738,12208,372.7,84.6,4.05,43.3,71.2,City,Heavy,33.9,Electrical Check,"Alternator, Engine Oil, Brake Pads",No,M023,14,13,2.8,13.0,62.9,2.61,21,30.3
1182,T0218,XO09IY5773,Volvo FM 400,2021,2025-01-14,2025-01-02,272579,4222,343.4,82.2,4.83,89.6,69.1,City,Medium,37.4,Engine Check,"Battery, Air Filter, Brake Pads",Yes,M015,4,0,3.9,17.5,88.0,2.62,8,42.0
1183,T0113,VZ86QA9821,Scania P410,2023,2023-08-10,2023-06-19,92822,18185,348.0,73.6,4.1,27.3,83.5,Mixed,Heavy,32.7,Routine Service,Alternator,No,M013,10,12,4.8,10.6,37.6,2.81,1,37.1
1184,T0118,FD23AT1375,Volvo FM 400,2017,2025-01-06,2024-12-06,461183,9950,315.9,79.7,4.58,50.1,57.3,Highway,Heavy,27.5,Full Inspection,Coolant,Yes,M036,6,5,4.4,12.4,71.5,2.39,16,48.2
1185,T0131,VR87RN6433,Ashok Leyland U-3718,2017,2024-12-12,2024-11-08,483810,8856,254.7,94.1,2.51,53.2,65.8,City,Light,29.7,Engine Check,"Air Filter, Oil Filter, Brake Pads",No,M028,3,0,4.6,14.9,66.7,3.32,15,45.7
1186,T0267,RB67WB0446,Volvo FM 400,2018,2023-07-23,2023-05-22,428998,24308,387.0,84.1,5.13,5.0,63.7,Highway,Heavy,32.5,Electrical Check,"Coolant, Clutch Plate",No,M004,11,2,6.2,9.8,19.7,1.95,11,37.8
1187,T0086,WA06XZ7406,BharatBenz 3123R,2015,2024-02-16,2023-11-18,601637,19365,213.5,85.3,3.97,20.5,66.2,Highway,Heavy,25.0,Engine Check,Oil Filter,No,M005,9,2,8.0,14.9,47.1,2.65,18,20.1
1188,T0274,MH83OA2536,Volvo FM 400,2022,2022-12-24,2022-11-01,168633,18454,347.7,76.2,3.22,31.3,85.7,Mixed,Medium,21.6,Brake Service,"Air Filter, Oil Filter",Yes,M012,8,0,4.3,8.7,48.3,2.18,1,49.7
1189,T0088,OU10WQ2914,Tata LPT 3718,2023,2025-03-11,2025-02-09,115636,8851,286.8,71.5,2.71,58.6,87.9,Highway,Heavy,31.5,Engine Check,Alternator,Yes,M033,2,7,5.8,15.3,65.5,2.03,5,34.7
1190,T0025,KP59FS2362,Ashok Leyland U-3718,2017,2025-04-28,2025-01-28,451476,23780,264.0,67.0,3.61,5.0,71.5,Highway,Light,30.5,Engine Check,"Coolant, Brake Pads, Oil Filter",No,M039,10,11,6.6,10.6,10.0,3.86,16,40.1
1191,T0057,LJ53WV1968,Mahindra Blazo X 35,2018,2024-03-07,2024-02-22,423060,4141,276.5,79.4,4.58,80.6,69.2,Highway,Heavy,26.7,Engine Check,Oil Filter,No,M039,4,7,5.4,17.8,84.8,3.29,11,50.3
1192,T0001,QA22TR8040,Tata LPT 3718,2022,2025-04-18,2025-02-07,188932,19675,280.2,83.0,2.5,28.6,85.8,Mixed,Medium,39.6,Full Inspection,"Clutch Plate, Battery, Coolant, Air Filter",Partial,M026,15,8,5.5,15.6,23.7,3.55,5,45.2
1193,T0208,MV93KO2129,Tata LPT 3718,2023,2024-07-04,2024-05-24,126347,14933,359.0,102.6,4.24,39.8,91.1,City,Light,26.8,Full Inspection,"Air Filter, Alternator, Engine Oil, Oil Filter",Yes,M033,3,10,5.7,12.3,58.8,2.64,2,36.3
1194,T0189,KN87ID9262,Tata LPT 3718,2016,2023-07-09,2023-06-02,529627,9007,240.3,90.3,2.73,62.3,55.9,Mixed,Medium,23.0,Engine Check,"Coolant, Air Filter, Engine Oil, Alternator",No,M025,12,5,6.6,15.6,72.1,4.16,13,24.8
1195,T0009,OG58KF9500,BharatBenz 3123R,2021,2022-09-07,2022-07-22,234893,17412,368.9,70.7,2.47,25.5,83.1,Mixed,Light,31.5,Engine Check,"Coolant, Brake Pads",Yes,M029,13,8,1.1,9.5,40.4,2.99,3,73.4
1196,T0009,OG58KF9500,BharatBenz 3123R,2022,2025-01-20,2024-11-15,164202,20626,309.2,78.5,3.38,8.0,77.9,City,Medium,32.3,Electrical Check,"Clutch Plate, Air Filter, Oil Filter, Brake Pads",Yes,M026,9,7,7.6,11.3,32.5,3.1,5,48.5
1197,T0027,WW31VS6960,BharatBenz 3123R,2017,2025-06-08,2025-05-25,471078,3749,264.3,80.7,5.56,84.1,60.8,Mixed,Light,27.1,Electrical Check,"Engine Oil, Air Filter, Brake Pads",No,M019,3,14,7.2,17.4,87.8,3.33,12,40.9
1198,T0040,XQ35AH4564,Scania P410,2019,2023-11-07,2023-09-11,386779,12052,209.7,94.2,4.24,52.7,72.5,City,Heavy,37.5,Brake Service,"Engine Oil, Alternator, Brake Pads, Clutch Plate",No,M036,6,6,1.7,14.7,52.7,3.05,9,40.7
1199,T0100,KC44YA3498,Tata LPT 3718,2023,2023-09-24,2023-08-12,114013,17062,390.7,87.4,4.1,28.3,88.9,Highway,Light,27.2,Full Inspection,"Coolant, Engine Oil",Yes,M007,11,7,7.5,10.9,54.3,4.64,1,42.8
1200,T0112,PF62CV3758,Mahindra Blazo X 35,2023,2025-03-07,2024-12-29,117650,23233,341.4,92.6,3.75,5.0,86.8,City,Light,34.5,Full Inspection,"Battery, Alternator, Coolant, Brake Pads",No,M029,3,9,3.6,8.6,22.1,4.03,3,43.2
1201,T0168,LW77JK5150,Tata LPT 3718,2020,2023-08-11,2023-05-14,324229,21173,236.8,101.2,4.48,19.2,75.2,Highway,Heavy,39.0,Electrical Check,Clutch Plate,No,M038,13,9,6.0,8.5,28.2,2.44,7,37.1
1202,T0264,WO36TY7002,Volvo FM 400,2023,2022-10-28,2022-10-04,126261,9622,388.2,82.3,3.93,60.6,82.5,Mixed,Heavy,22.7,Brake Service,Air Filter,No,M037,15,4,4.4,18.5,61.9,3.14,1,32.3
1203,T0226,KM02GQ5113,Mahindra Blazo X 35,2019,2025-03-16,2025-02-22,343703,8662,377.6,88.9,4.36,56.1,68.5,Highway,Light,29.2,Electrical Check,Alternator,No,M013,13,14,3.9,14.5,72.5,3.99,12,53.2
1204,T0113,VZ86QA9821,Volvo FM 400,2015,2022-08-21,2022-06-13,593804,21073,301.7,95.6,2.35,10.3,57.4,City,Light,33.0,Electrical Check,"Alternator, Coolant",Yes,M009,3,12,1.4,13.3,38.6,3.71,10,35.2
1205,T0078,PG15OC9941,Ashok Leyland U-3718,2023,2025-01-27,2024-12-12,117171,9804,212.0,84.4,2.56,56.4,87.9,Mixed,Medium,24.6,Routine Service,Oil Filter,Yes,M014,10,13,3.7,14.0,71.3,3.78,4,50.5
1206,T0136,JN98UD2685,Mahindra Blazo X 35,2022,2023-06-25,2023-05-20,191695,10643,291.2,76.8,5.72,60.3,84.2,Highway,Light,27.5,Electrical Check,"Clutch Plate, Engine Oil",Yes,M030,15,2,2.6,12.0,64.1,3.38,3,33.7
1207,T0176,IR53EX3377,Scania P410,2020,2023-05-04,2023-03-30,307387,10174,288.8,81.2,4.22,65.8,70.4,City,Medium,27.3,Full Inspection,"Battery, Coolant, Oil Filter",Partial,M037,4,11,5.2,17.0,65.0,2.57,5,33.5
1208,T0267,RB67WB0446,Mahindra Blazo X 35,2019,2024-04-29,2024-02-07,381429,19599,237.8,112.0,3.31,23.8,77.3,Mixed,Light,24.3,Brake Service,Alternator,No,M015,7,14,3.6,12.5,27.7,3.73,10,36.5
1209,T0169,NT29RD9373,Scania P410,2019,2022-07-24,2022-05-23,349241,13139,209.3,84.1,4.34,39.2,77.5,City,Heavy,29.3,Routine Service,Coolant,No,M026,3,8,3.8,14.9,61.6,2.23,5,54.0
1210,T0076,IZ45ZR5413,Scania P410,2018,2025-04-16,2025-03-24,401526,7058,304.5,81.8,2.85,72.9,61.4,Highway,Light,32.3,Full Inspection,"Oil Filter, Battery",Partial,M030,15,6,6.7,14.7,75.8,4.32,11,57.3
1211,T0186,LG17UO7188,Ashok Leyland U-3718,2021,2024-02-18,2024-01-05,233906,11483,259.1,86.5,1.98,51.9,72.6,City,Heavy,45.9,Electrical Check,"Oil Filter, Clutch Plate, Alternator",Partial,M022,15,6,2.9,15.9,64.7,2.03,6,44.9
1212,T0034,VG71WW2843,Tata LPT 3718,2015,2023-10-30,2023-08-26,593651,24762,380.0,88.9,4.2,5.0,65.5,City,Medium,41.0,Brake Service,"Alternator, Brake Pads",Yes,M028,3,8,4.3,8.5,10.0,2.47,12,32.0
1213,T0190,DD76KO4562,Volvo FM 400,2019,2025-06-22,2025-03-14,341283,24240,240.7,85.0,8.48,5.0,71.3,Highway,Medium,36.3,Engine Check,"Brake Pads, Clutch Plate, Alternator, Oil Filter",No,M032,2,4,5.9,11.8,10.0,3.75,8,33.1
1214,T0313,OC25IK3460,BharatBenz 3123R,2020,2023-10-09,2023-09-07,297369,8613,265.3,100.2,3.27,63.5,76.3,Highway,Heavy,34.0,Routine Service,"Oil Filter, Engine Oil, Alternator, Battery",Partial,M021,3,7,4.3,17.6,66.0,2.27,6,7.4
1215,T0077,TQ72OY4619,Scania P410,2021,2024-03-19,2024-01-18,261001,20269,329.9,91.0,4.24,18.5,75.1,City,Light,43.5,Engine Check,Engine Oil,No,M010,7,8,6.7,12.8,38.1,1.55,6,40.7
1216,T0017,BQ29WB2621,BharatBenz 3123R,2019,2022-11-09,2022-09-27,358596,10553,242.7,79.2,2.17,57.3,71.8,City,Heavy,33.6,Brake Service,Engine Oil,Yes,M023,12,3,5.3,11.9,68.9,2.06,7,18.9
1217,T0170,YT15NB1344,Volvo FM 400,2015,2025-01-12,2024-11-28,597855,11313,246.3,91.6,5.21,60.0,56.6,Mixed,Light,29.8,Electrical Check,Brake Pads,Yes,M003,13,12,7.9,18.2,63.0,2.66,17,33.8
1218,T0252,NH93YI0777,Volvo FM 400,2019,2023-01-16,2022-10-17,360718,22376,243.5,82.7,4.16,7.3,68.2,Mixed,Medium,27.0,Routine Service,Coolant,Yes,M040,6,0,3.7,11.1,28.2,3.86,6,44.9
1219,T0237,WQ61ZG1159,Scania P410,2019,2024-11-15,2024-09-18,355488,12263,209.9,82.8,2.77,52.1,71.9,Highway,Heavy,26.5,Engine Check,Clutch Plate,Partial,M033,9,9,4.0,9.4,61.0,3.2,9,32.6
1220,T0146,BF09NZ5271,Volvo FM 400,2021,2024-09-07,2024-07-02,232673,14191,211.7,78.0,2.64,43.6,76.1,City,Heavy,35.8,Electrical Check,"Clutch Plate, Air Filter, Coolant, Alternator",No,M011,9,0,6.2,15.8,60.5,3.39,5,27.6
1221,T0215,KO92RW6870,BharatBenz 3123R,2019,2022-09-02,2022-08-17,367785,4956,295.5,85.0,3.71,77.3,76.3,Mixed,Medium,25.8,Engine Check,"Clutch Plate, Oil Filter",Partial,M014,6,13,6.9,16.9,86.1,3.16,5,46.4
1222,T0019,SR90KI8214,Volvo FM 400,2015,2023-05-07,2023-04-07,597195,8836,290.3,73.8,4.4,68.5,63.9,Mixed,Light,30.1,Engine Check,Clutch Plate,Yes,M010,11,8,2.7,18.1,75.9,4.5,16,32.0
1223,T0038,NS76JB6338,Tata LPT 3718,2020,2023-01-28,2022-12-31,319799,8477,292.9,90.8,2.68,62.8,78.1,Mixed,Medium,30.4,Routine Service,"Clutch Plate, Brake Pads",No,M038,2,8,3.1,17.8,70.6,4.23,6,45.4
1224,T0283,TG48DA8918,Mahindra Blazo X 35,2024,2025-06-10,2025-05-14,64056,10694,393.1,85.2,3.82,54.9,85.3,City,Heavy,32.1,Brake Service,"Engine Oil, Air Filter, Oil Filter, Brake Pads",Yes,M014,10,3,5.1,15.5,63.0,3.73,2,34.6
1225,T0034,VG71WW2843,Volvo FM 400,2015,2025-01-04,2024-12-18,623585,3935,225.8,79.1,3.74,79.7,56.7,City,Medium,32.5,Engine Check,"Clutch Plate, Battery, Brake Pads, Air Filter",No,M012,5,9,6.3,18.4,89.0,1.94,21,40.3
1226,T0168,LW77JK5150,Mahindra Blazo X 35,2021,2022-07-25,2022-05-23,227158,22693,357.9,85.7,3.59,11.0,89.0,Mixed,Medium,42.8,Brake Service,"Engine Oil, Alternator",Yes,M037,9,8,4.3,11.6,21.5,3.33,3,18.4
